Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Remote Play on Phone,Remote Play on Tablet,Captions available,Steam Trading Cards,Steam Cloud
,Remote Play on TV
